Issuer_Name,Issuer_Location,Issuer_Sector,Interest_Rate,Credit_Rating,Credit_Rating_Numeric,ESG_Score,Market_Demand,Inflation_Rate,Government_Support,Project_Risk,Risk_Involved,Liquidity,Currency_Risk,Issuer_Reputation,Bond_Price
LOTTE RENTAL CO LTD,Korea,Corporate - Consumer Discretionary,2.287325883,A,3,90.19024452,70.17949483,1.412922775,5.484009367,1.662005368,Low Risk,5.648127811,0.897641462,80.48477276,100.6650532
LOWER MATTAGAMI ENERGY LP,Canada,Corporate - Utilities,3.506383115,A,3,56.85742441,140.8826498,0.759372521,1.973139706,3.494741195,Medium Risk,8.609304826,0.622494491,86.18731927,104.0600606
LP PORTFOLIO VAGYONKEZELO ES TANACSADO KFT,Hungary,Financials - Financial services,1.422429329,A,3,79.03495423,126.0400067,0.504285029,3.172552164,7.418064752,High Risk,8.216465972,4.574391903,51.25125508,100.9846014
LSTH SVENSKA HANDELSFASTIGHETER AB,Sweden,Financials - Real estate,1.819164786,A,3,75.27543802,117.6398369,1.848750059,2.819295518,7.567049101,High Risk,1.222887212,0.701336067,78.53220913,99.94707839
LUNENG GROUP CO LTD,China (mainland),Corporate - Energy,4.533511183,AA,2,57.2039393,80.09663196,3.010590267,5.308590343,6.669053867,Medium Risk,8.48587657,2.68824232,94.20972356,99.07755625
LUOSSAVAARA-KIIRUNAVAARA AB,Sweden,Corporate - Materials,0.558508656,B,6,81.19992428,68.40447721,2.216945557,0.516856799,2.340281753,Low Risk,4.140686194,2.965529776,50.86943715,92.81606882
LUZ DE TRES PICOS SA,Spain,Corporate - Energy,0.884788389,B,6,63.68202089,125.6451088,3.497621897,1.585361585,5.880862459,Medium Risk,2.5369683,2.717447289,70.25910519,96.66544494
LYSE AS,Norway,Corporate - Utilities,1.435488148,B,6,74.39171593,97.41579459,1.360539937,8.126930434,5.706896616,Medium Risk,8.69768568,0.495282171,96.31137251,101.9132216
MAF GLOBAL SECURITIES LTD,Cayman Islands,Financials - Real estate,0.619394917,BBB,4,54.11361621,72.57895522,1.341365194,1.326039907,4.842661981,Medium Risk,4.320247996,1.593991809,67.65772011,94.18257375
MAF SUKUK LTD,Cayman Islands,Financials - Real estate,1.316459458,BB,5,72.97920286,111.6621978,0.979248381,2.333962695,5.499789864,Medium Risk,8.083646902,0.256351662,72.93644121,99.71662275
MAGNOLIA BOSTAD AB,Sweden,Financials - Real estate,3.123687024,B,6,65.3231734,54.03338521,0.992190765,4.533706056,4.917906326,Medium Risk,2.63403612,1.97834957,99.07706965,94.85601495
MANDO CORP,Korea,Corporate - Consumer Discretionary,2.396410478,A,3,91.11906056,82.61702541,1.355559788,5.171208881,5.654563661,Medium Risk,0.039293214,0.942994656,59.96619295,99.0005793
MANULIFE FINANCIAL CORP,Canada,Financials - Insurance,4.5170227,A,3,52.84893635,96.85569946,2.878520136,7.636104796,7.155059546,High Risk,4.954591929,2.808162666,53.26275946,99.31274423
MARUBENI CORPORATION,Japan,Corporate - Consumer Staples,4.178496028,B,6,70.93036375,64.79583341,3.217270372,4.473324267,1.096281944,Low Risk,1.002282566,3.464041969,92.97112954,95.56587576
MARUHA NICHIRO CORP,Japan,Corporate - Consumer Staples,2.038178083,B,6,72.92157121,148.4654478,3.425261509,7.89864621,7.496257521,High Risk,7.543759555,2.660599301,93.42326706,104.1694287
MARUI GROUP CO LTD,Japan,Corporate - Consumer Discretionary,1.66740545,A,3,86.25030381,70.90973646,1.196868962,6.18346307,1.358861501,Low Risk,2.760751361,2.171183483,73.60389173,100.1183477
MAS SECURITIES BV,Netherlands,Financials - Real estate,2.208615837,BBB,4,78.71437875,63.035313,3.143892637,1.130997394,0.666279984,Low Risk,4.436456466,1.936667104,75.71035872,95.17933219
MAXEON SOLAR TECHNOLOGIES LTD,Singapore,Corporate - Energy,3.156327241,AAA,1,83.36061686,70.35348739,1.484765268,1.563314384,9.760796862,High Risk,0.870335651,4.20845884,91.79031848,95.67343522
MBANK SPOLKA AKCYJNA,Poland,Financials - Banking,1.706286384,AAA,1,88.85246428,126.9061133,0.838521634,4.370337254,9.569917689,High Risk,2.866592484,1.096840325,86.92797491,103.7967417
MBH MORTGAGE BANK CO. PLC,Hungary,Financials - Consumer Finance,3.308670085,B,6,93.11014868,92.55056593,3.110074777,3.968893931,0.604365449,Low Risk,7.814902433,3.671091698,63.25745011,98.93493423
MBT SYSTEMS GMBH,United States,Corporate - Energy,2.342352435,AA,2,65.69377484,106.541594,2.408316904,7.435442696,4.432534415,Medium Risk,1.515879119,3.787411624,50.84466775,101.136885
MEDIOBANCA - BANCA DI CREDITO FINANZIARIO,Italy,Financials - Banking,2.984212314,B,6,76.90113527,52.1009157,0.994192688,5.807371398,1.862449383,Low Risk,6.471595611,2.096000036,73.98500813,96.67269642
MEGMILK SNOW BRAND CO LTD,Japan,Corporate - Consumer Staples,2.462569381,B,6,92.00540392,53.44313086,1.789493773,3.88133081,4.853448971,Medium Risk,9.174258528,1.486502996,92.9456163,96.09959853
MEIDENSHA CORP,Japan,Corporate - Industrials,1.825095918,AAA,1,99.47255655,94.58255498,1.361773085,1.707602835,8.30177243,High Risk,6.798367598,2.35270743,94.79173383,100.4253667
MERCEDES-BENZ GROUP AG,Germany,Corporate - Consumer Discretionary,4.768039881,A,3,94.47596555,131.6655243,2.710383706,2.268371023,9.506117747,High Risk,8.110216893,0.466069629,97.81130985,102.9096744
MERCEDES-BENZ INTERNATIONAL FINANCE B.V.,Netherlands,Corporate - Consumer Discretionary,3.936226074,B,6,68.57336313,138.5238879,1.860248692,5.755010185,6.342526535,Medium Risk,1.089716293,0.229650161,93.97816188,102.7474064
MERCURY NZ LTD,New Zealand,Corporate - Utilities,1.130509291,A,3,59.75832586,58.67065676,3.467839835,4.234388049,3.539056672,Medium Risk,2.50731826,0.558015997,79.00217776,95.36811701
MERIDIAN ENERGY LTD,New Zealand,Corporate - Utilities,4.408105892,A,3,74.46962687,103.8363102,0.664234947,5.149275089,6.033255656,Medium Risk,8.945388522,0.935725157,72.23027996,102.3824376
"MERLIN PROPERTIES, SOCIMI, S.A.",Spain,Financials - Real estate,2.693440392,AA,2,87.08207259,141.3229686,1.565045798,1.706774353,3.120013061,Medium Risk,7.151056136,2.520884102,88.74249233,104.9379127
METROPOLITAN LIFE GLOBAL FUNDING I,United States,Financials - Insurance,4.525485021,A,3,74.62845354,88.79727544,1.945700501,6.629062523,9.098236408,High Risk,6.395538264,4.245683181,86.99108172,99.68770185
METROPOLITANO DE TENERIFE SA,Spain,Corporate - Health Care,4.099348652,AAA,1,74.15904317,132.9565831,2.009400664,8.525387409,8.704004631,High Risk,6.637667361,1.17821166,76.9071715,106.5344854
MEXICO CITY AIRPORT TRUST,Mexico,Corporate - Industrials,2.41346077,BBB,4,91.91152105,63.36956544,1.447807467,2.579395068,5.582317503,Medium Risk,4.142005543,4.675810054,54.36636863,94.64490635
MICRO SMALL & MEDIUM ENTERPRISES BONDS SA,Luxembourg,Financials - Financial services,0.601111887,BBB,4,68.07018895,143.539449,2.687720747,4.915142258,3.247989154,Medium Risk,0.445566316,4.774539545,96.30406734,102.8109136
"MICRO, SMALL & MEDIUM ENTERPRISES BONDS S.A.",Luxembourg,Financials - Financial services,1.709048117,BB,5,92.98973374,125.1423318,3.12424122,9.75527329,2.933896756,Low Risk,7.844415421,4.794523024,72.78012688,105.0637013
MICRON TECHNOLOGY INC,United States,Corporate - Technology,2.937353966,B,6,70.34024005,144.1334393,3.316157906,3.332417406,0.334179947,Low Risk,6.787132362,4.187813673,68.1666891,101.9994782
MIDEA INVESTMENT DEVELOPMENT CO LTD,Virgin Islands,Corporate - Consumer Discretionary,3.350651989,AAA,1,66.41165528,117.6617234,2.91528013,5.950463449,8.15820851,High Risk,4.728044641,1.819125204,81.47836976,102.5702282
MIE PREFECTURE,Japan,SSA - Quasi-sovereigns,1.660494584,A,3,72.69949556,86.3403932,3.051740592,0.901957002,4.50383213,Medium Risk,8.997596154,0.363419555,83.69189806,97.59911533
MINEBEA CO. LTD,Japan,Corporate - Technology,1.127102333,BBB,4,88.12234793,143.8181173,2.151635902,6.060150025,3.251329284,Medium Risk,3.36159665,2.844093659,60.53439585,104.5876968
MIRAE ASSET DAEWOO CO LTD,Korea,Financials - Financial services,4.257186066,AAA,1,56.30010139,77.55667763,2.977664679,0.896317733,4.71110355,Medium Risk,2.943217442,2.79340722,91.84694224,96.37039391
MIRAI CORP,Luxembourg,Financials - Real estate,4.929809813,BBB,4,59.82096079,83.21725221,1.410511727,9.592354353,8.187379905,High Risk,8.727963251,4.249878836,64.49685468,99.94819466
MIRIS AS,Norway,Financials - Real estate,2.86560582,A,3,97.57224128,120.0808418,1.695436286,7.156626521,1.246142077,Low Risk,7.969876548,4.979955255,59.3341963,105.3514272
MITSUBISHI ELECTRIC CORPORATION,Japan,Corporate - Industrials,1.272556786,BBB,4,58.77458137,126.53163,1.450739041,7.881597881,8.576559882,High Risk,5.149798106,2.540786533,70.31999264,102.1570423
MITSUBISHI ESTATE CO LTD,Japan,Financials - Real estate,1.725382969,B,6,78.3863659,142.9403484,1.902162006,7.041043608,8.975088351,High Risk,1.307347395,1.726020155,86.52800404,102.6671437
MITSUBISHI ESTATE LOGISTICS REIT INVESTMENT CORP,Japan,Financials - Real estate,0.582758044,B,6,78.96572333,70.48024091,1.356738849,5.897290361,9.46707915,High Risk,2.150714715,0.929508558,98.27290892,96.02370727
MITSUBISHI HEAVY INDUSTRIES LTD,Japan,Corporate - Industrials,4.61434463,BB,5,74.4812231,129.7998035,3.384834327,4.499127811,3.974879924,Medium Risk,6.562279904,0.023999124,90.46406322,102.9672588
MITSUBISHI UFJ FINANCIAL GROUP INC.,Japan,Financials - Banking,1.029879873,BB,5,82.23726243,123.8546053,1.438533884,8.583733798,2.17140404,Low Risk,3.850412378,2.545568462,97.01741888,105.3164477
MITSUI FUDOSAN CO LTD,Japan,Financials - Real estate,3.09432414,BBB,4,61.49133629,56.37945563,0.794133614,9.568356675,3.736408185,Medium Risk,8.364731917,2.777593334,57.0302902,98.9974219
MITSUI FUDOSAN LOGISTICS PARK INC,Japan,Financials - Real estate,1.733248493,AAA,1,77.63311339,88.72231412,2.080451498,4.990361729,3.329120962,Medium Risk,9.499550093,4.124692399,53.55883994,100.7855137
MITSUI OSK LINES LTD,Japan,Corporate - Industrials,2.993801011,B,6,68.60866276,78.27654571,0.671297235,9.315350492,1.761539125,Low Risk,8.056369253,2.522884839,77.8852381,101.2294091
"MIZUHO FINANCIAL GROUP, INC.",Japan,Financials - Banking,3.431391748,AAA,1,83.08336298,80.44904244,0.831629499,5.8333291,6.072666701,Medium Risk,3.77545423,4.582341743,64.51487415,100.140155
MIZUHO LEASING CO LTD,Japan,Financials - Commercial Finance,4.233838117,AAA,1,57.06117717,148.294688,1.158168168,5.383841869,4.766241605,Medium Risk,7.886864292,3.140417383,91.40274865,107.0005487
MOBILINX HURONTARIO GP,Canada,Corporate - Consumer Discretionary,1.428895723,BBB,4,78.54387084,114.2777413,1.89305075,4.54482733,8.657009923,High Risk,3.514416735,4.201681191,83.59939357,99.47292486
MODERN LAND CHINA CO LTD,Cayman Islands,Financials - Real estate,0.549481229,AAA,1,59.26351777,121.7676158,1.799752797,2.092877615,0.321095805,Low Risk,1.671000878,0.741508674,98.5364082,103.0525321
MOERE BOLIGKREDITT AS,Norway,Financials - Consumer Finance,1.115985335,B,6,63.93215316,147.6617637,2.899075586,0.037196608,6.438679276,Medium Risk,0.333932049,4.276680652,62.73961779,96.93811841
MOMOX HOLDING GMBH,Germany,Corporate - Consumer Discretionary,4.550083888,A,3,60.93549002,87.72017825,2.718423962,2.415062269,7.629488785,High Risk,3.857167128,3.375719272,74.28920572,95.95700268
MONDELEZ INTERNATIONAL HOLDINGS NETHERLANDS BV,Netherlands,Corporate - Consumer Staples,4.432505349,BB,5,59.14188899,130.1840168,1.778954882,5.097231716,7.594865692,High Risk,9.035593037,0.851165162,75.06202387,101.9815689
MORI BUILDING CO LTD,Japan,Financials - Real estate,3.18835896,A,3,91.28554758,93.45309633,1.501112623,3.799599523,8.860739671,High Risk,2.389865878,0.948817791,61.95883974,98.65976909
MORI HILLS REIT INVESTMENT CORP,Japan,Financials - Real estate,3.202325872,AAA,1,64.28537838,136.9533672,1.449406352,4.48485228,7.290337428,High Risk,2.065131649,4.632503095,79.50466997,103.0999736
MORINAGA MILK INDUSTRY CO. LIMITED,Japan,Corporate - Consumer Staples,3.492665035,A,3,96.35618909,68.06575413,2.821985262,9.806482196,9.278100616,High Risk,9.698207852,0.161076802,72.1642993,101.1465615
MOSAIC SOLAR LOAN TRUST 2018-1,United States,Financials - Specialty finance,1.289170754,B,6,98.49632627,144.7686177,0.656217219,3.502723707,3.326565998,Medium Risk,0.250041129,2.312674716,72.3360778,103.0819341
MOSAIC SOLAR LOAN TRUST 2018-2-GS,United States,Financials - Specialty finance,4.614853757,B,6,78.5630235,71.87717084,0.538464949,4.521829394,5.032094168,Medium Risk,7.857821504,1.56737645,68.1368324,97.42072322
MOSAIC SOLAR LOAN TRUST 2019-1,United States,Financials - Specialty finance,2.384467362,AAA,1,57.15005613,82.6220507,2.886633176,1.335155514,0.140796633,Low Risk,3.213699557,3.3253872,50.84646762,96.9469197
MOSAIC SOLAR LOAN TRUST 2020-1,United States,Financials - Specialty finance,2.224123377,BBB,4,68.72741217,125.6192234,1.931439128,0.479577324,0.069575873,Low Risk,0.374879569,4.198146938,76.10476185,99.59717646
MOSAIC SOLAR LOANS 2017-1 LLC,United States,Financials - Specialty finance,2.835129674,A,3,89.88661317,89.37551416,0.892643416,7.754095146,2.401266205,Low Risk,9.178025402,1.801890608,66.76239179,103.7635908
MOSAIC SOLAR LOANS 2017-2 LLC,United States,Financials - Specialty finance,0.71134685,BBB,4,68.36953643,110.8211377,1.206697804,5.706831751,1.008071971,Low Risk,1.396423302,2.134510437,50.06599345,101.0836536
MOWI ASA,Norway,Corporate - Consumer Staples,1.248275159,BBB,4,54.35086092,94.45735011,3.297511859,7.60704806,2.602113679,Low Risk,5.517792837,4.909588923,65.39718538,99.17705031
MP MATERIALS CORP,United States,Corporate - Materials,3.821151274,AA,2,77.83924555,124.2369937,3.078508927,1.498627989,1.770432945,Low Risk,2.740542074,3.919582548,63.93141665,100.9759606
MPACT TREASURY CO PTE LTD,Singapore,Financials - Real estate,0.872594006,AAA,1,92.25604257,72.83312524,2.629355151,5.718287712,0.285200248,Low Risk,0.651928022,4.486020655,69.67240766,100.0504386
MPT FINCO INC,Canada,Corporate - Energy,3.214184493,BB,5,89.79631936,55.84579872,1.946675691,2.536424743,9.093041464,High Risk,0.499224857,2.193811103,56.59259948,92.18364852
MTR CORP CI LTD,Cayman Islands,Corporate - Consumer Discretionary,1.604070994,B,6,58.75615701,79.99293975,2.060970879,2.280618169,0.082231314,Low Risk,1.155566988,1.17038102,75.38419123,95.55430011
MTR CORP LTD,China (Hong Kong),Corporate - Consumer Discretionary,2.251830263,B,6,83.63823072,97.43086649,3.425733606,0.115260141,7.360821443,High Risk,0.713670139,2.059317327,84.62201763,94.22951336
MUENCHENER HYPOTHEKENBANK,Germany,Financials - Consumer Finance,1.799121815,AAA,1,61.02521317,66.80200522,3.397311332,1.303407236,1.521478869,Low Risk,7.605581155,3.580459589,81.50927845,96.4598108
MÃœNCHENER HYPOTHEKENBANK EG,Germany,Financials - Banking,2.100527224,BB,5,60.91037673,85.47972897,1.145807137,3.092681115,9.12229622,High Risk,4.855662023,0.547152024,90.18774738,96.16057873
MÃœNCHENER RÃœCKVERSICHERUNGS-GESELLSCHAFT A.G. MÃœNCHEN,Germany,Financials - Insurance,3.735706573,B,6,93.70358867,89.99830183,2.933313699,1.168787606,8.927959396,High Risk,3.428920913,1.352345528,72.6004144,94.84135209
MUNICIPALITY CREDIT ICELAND PLC,Iceland,SSA - Quasi-sovereigns,1.83704772,AAA,1,62.48344764,55.73918437,1.091727999,9.858584404,6.539011464,Medium Risk,4.183689101,0.233179502,75.95458652,100.3584671
MUNICIPALITY OF SHENZHEN CHINA,China (mainland),SSA - Quasi-sovereigns,3.048820881,B,6,63.16236733,108.3307248,1.140612434,3.086326485,6.722341498,Medium Risk,9.289467356,2.161738692,90.52009704,98.89076697
MYTILINEOS S.A.,Greece,Corporate - Utilities,2.64222681,BBB,4,50.03266954,138.4343428,2.528279102,1.303239467,0.05339142,Low Risk,9.107518127,4.13722868,71.38505854,101.4012234
NACIONAL FINANCIERA SNC,Mexico,SSA - Quasi-sovereigns,3.486520244,A,3,93.53345171,65.1742913,1.715003296,1.990823128,9.848715661,High Risk,7.156764801,0.123318441,85.07996749,96.36933211
NAGANO PREFECTURE,Japan,SSA - Quasi-sovereigns,4.715733827,A,3,89.62974066,109.7808013,3.294633221,5.877032283,8.778326036,High Risk,8.846823774,3.376617634,71.73011844,101.4514702
NANJING ANJU CONSTRUCTION GROUP CO LTD,China (mainland),Financials - Real estate,3.796574437,B,6,81.36644675,116.4739205,0.767029205,0.640435239,8.951062257,High Risk,3.196480276,4.662479373,70.88680973,96.46252521
NATIONAL AUSTRALIA BANK LIMITED,Australia,Financials - Banking,1.467231704,AA,2,87.5132882,91.93346804,2.034576922,8.624341301,6.592445371,Medium Risk,3.81109326,1.184639308,88.01028123,103.0066395
NATIONAL BANK OF GREECE S.A.,Greece,Financials - Banking,0.640324108,BB,5,57.60242837,120.1097587,3.255564591,9.614996792,3.447869287,Medium Risk,6.137121819,3.468174204,58.74184577,102.1763175
NATIONAL ENERGY GROUP JIANGSU POWER GENERATION CO LTD,China (mainland),Corporate - Utilities,1.680188199,BB,5,72.91617973,91.07315435,3.212340981,2.467474207,8.936486491,High Risk,6.236259473,4.875509506,66.9292986,94.34648364
NATIONAL ENVIRONMENT AGENCY,Singapore,SSA - Agencies,3.177850688,BB,5,67.56096937,100.4637288,0.96958764,4.500952686,2.915169282,Low Risk,4.81699838,4.811390301,61.20861384,98.88170668
NATIONAL GRID ELECTRICITY TRANSMISSION PLC,United Kingdom,Corporate - Utilities,0.731416161,BBB,4,54.68882631,50.73530446,1.5999131,0.22134451,5.627115433,Medium Risk,4.006578484,1.174645965,67.95549715,91.28189926
NATIONAL GRID PLC,United Kingdom,Corporate - Utilities,2.733648112,BB,5,74.30652426,119.1720114,2.3573642,6.407102247,0.997309723,Low Risk,9.861803116,0.501655266,61.51874112,103.739922
NATIONAL UNIVERSITY OF SINGAPORE,Singapore,Corporate - Consumer Discretionary,3.18579282,A,3,96.03698252,116.1342679,0.978184654,4.139260581,9.219556301,High Risk,8.211236261,0.741412689,78.97028155,102.7148918
NATIONALE-NEDERLANDEN BANK NV/THE NETHERLANDS,Netherlands,Financials - Banking,2.004097509,BBB,4,52.00295595,53.84008773,3.404066516,2.700584661,1.407704578,Low Risk,4.349801979,3.510178342,89.90854013,93.74402355
NATIXIS,France,Financials - Banking,3.969104917,AAA,1,64.57304567,86.82501074,3.244247986,2.068371106,2.248968057,Low Risk,7.272924772,3.628794377,89.33065306,99.25431144
NATIXIS STRUCTURED ISSUANCE S.A.,Luxembourg,Financials - Financial services,0.979692139,BB,5,60.37704681,147.9031841,1.000850537,6.540230777,5.581341581,Medium Risk,2.695616933,3.371182808,68.22504823,103.1835981
NATURE CONSERVANCY/THE,United States,Corporate - Industrials,0.838120018,BB,5,61.90733268,92.07365626,0.863466384,4.16217031,7.640930002,High Risk,1.001693262,1.680391939,99.43802029,97.25977393
NATURGY FINANCE B.V.,Netherlands,Corporate - Utilities,3.776849403,AAA,1,95.42172759,100.1945405,0.756225448,1.79659289,6.193513059,Medium Risk,3.524310256,0.848884699,79.69271824,101.4249009
NATWEST GROUP PLC,United Kingdom,Financials - Banking,2.729710923,BB,5,73.40345271,140.9930158,3.228330992,6.891090815,2.321339128,Low Risk,4.029728001,2.90380546,69.97001509,103.9680461
NAVER CORP,Korea,Corporate - Communications,3.597810784,AAA,1,73.31497065,121.7261876,1.080871429,5.65072283,0.009430425,Low Risk,0.165371246,2.418402229,91.77696396,105.8838403
NBN CO LTD,Australia,Corporate - Communications,2.456723024,BBB,4,88.02878212,108.2070131,1.748854786,8.586720549,7.571505803,High Risk,8.147920016,3.644170736,86.49370063,103.272234
NCC TREASURY AB,Sweden,Corporate - Industrials,1.60880915,A,3,57.7246102,129.7804681,1.846554097,1.174758989,9.852073259,High Risk,3.591934024,2.206800393,87.46376684,98.79906971
NE PROPERTY BV,Netherlands,Financials - Real estate,4.18596043,AAA,1,74.36326771,136.4366266,2.297033133,7.856666019,8.099131203,High Risk,5.804181658,1.693198473,59.80696749,105.7521735
NEDBANK LTD,South Africa,Financials - Banking,4.097371455,AA,2,71.49926071,95.68880717,0.715206031,6.735167868,4.602066182,Medium Risk,0.739631873,1.467392887,73.41621537,102.1014896
NEDERLANDSE FINANCIERINGS-MAATSCHAPPIJ VOOR ONTWIKKELINGSLANDEN N.V.,Netherlands,SSA - Quasi-sovereigns,3.626134119,AAA,1,79.84553453,97.51083649,1.180275852,1.150109368,9.037672614,High Risk,1.749968288,1.0573516,93.09140654,99.09318234
